Column,title,source_document_url,type,actor-name,language,published_at,length
3642,Fordelingsvirkninger av bostøtte til alderspensjonister,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2012-01-01 00:00:00,53153
3643,Kommunale kontrollutvalg. Uavhengighet eller flertallsdiktatur?,https://www.regjeringen.no/no/dokumenter/kommunale-kontrollutvalg-uavhengighet-el/id544076/,Ukategorisert,Nordlandsforskning,nb,2009-01-29 00:00:00,153507
3644,Riksrevisjonens undersøkelse av tjenester fra laboratorie- og røntgenvirksomheter,,Riksrevisjonsrapport,Riksrevisjonen,nb,2005-01-01 00:00:00,311749
3645,Indirekte markedseffekter av boligsosiale virkemidler - en empirisk analyse,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2015-01-01 00:00:00,166762
3646,Erfaringer med bruk av personlighetstest i rekrutteringsprosessen,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-notat_2012-3_erfaringer_med_bruk_av_personlighetstest_i_rekrutteringsprosessen.pdf,Evaluering,Direktoratet for forvaltning og IKT (DIFI),no,2012-01-01 20:14:00,50864
3647,Rammebetingelsers betydning for arbeidsmiljørisiko og storulykkesrisiko,,Evaluering,SINTEF,nb,2011-01-01 00:00:00,44173
3648,Kompetanseutviklingsprogrammets første år,,Evaluering,Stiftelsen for samfunns- og næringslivsforskning,nb,2001-01-01 00:00:00,57493
3649,Forløp av sykefravær og retur til jobb,,Evaluering,Uni Research Rokkansenteret,nb,2012-01-01 00:00:00,34435
3650,Betryggende rettshjelp?,https://www.udi.no/globalassets/statistikk-og-analyse/177304-r245_krd_betryggende_rettshjelp.pdf,Evaluering,rhKnoff,no,2003-01-01 17:13:00,257027
3651,Evaluering av forsøk med tilgang til Internett på eksamen 2014-2015,,Evaluering,Rambøll Management,nb,2014-01-01 00:00:00,199629
3652,Evaluering av samarbeidsavtalen mellom Sametinget og de samiske kunstnerorganisasjonene,,Evaluering,Northern Research Institute (NORUT)|Norut Alta,nb,2012-01-01 00:00:00,118528
3653,Konkurranseanalyse av godstransportmarkedet,,Evaluering,Oslo Economics,nb,2015-01-01 00:00:00,366009
3654,Analysis of projects funded by the CAPES-SIU Programme for Brazil-Norway Cooperation,https://diku.no/content/download/3223/file/Analysis%20of%20projects%20funded%20by%20the%20CAPES-SIU%20Programme%20for%20Brazil-Norway%20Cooperation-2017.pdf,Evaluering,SIU,no,2017-01-01 20:20:00,19399
3655,Faktorer bak god tilbakemelding og veiledning av studenter,https://www.nokut.no/globalassets/studiebarometeret/2019/faktorer-bak-god-tilbakemelding-og-veiledning-av-studenter_5-2019.pdf,Studie,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2019-01-01 20:18:00,130990
3656,Jakt på kortnebbgås i Nord-Trøndelag 2008,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2009-01-01 00:00:00,74907
3657,Rapport fra Det tekniske beregningsutvalget for kommunal og fylkeskommunal økonomi - sommeren 2017,https://www.regjeringen.no/contentassets/7e922296aa384f9c955cbaec615bd771/tbu_juni_nettversjon.pdf,Statusrapport,TBU,no,2017-06-29 20:08:00,163774
3658,Velferdsteknologi i boliger,,Evaluering,SINTEF,nb,2012-01-01 00:00:00,322403
3659,Samarbeidsråd for kultur og reiseliv: Powered by Culture,https://www.regjeringen.no/contentassets/b09a2930efaa4b74b1bc04debb6f3ae6/samarbeidsradets-sluttrapport-04062019.pdf,Forhåndsutredning,Råd,no,2019-06-06 20:11:00,103176
3660,Satsing for økt måloppnåelse i introduksjonsprogram,https://www.imdi.no/contentassets/fc17daf4473f420ca9f71563528ad007/satsing-for-okt-maloppnaelse-i-introduksjonsprogram.pdf,Evaluering,Rambøll Management,no,2019-01-01 20:19:00,131578
3661,Verdiskapingsanalyse av reiselivsnæringen i Norge – utvikling og fremtidspotensial,https://www.regjeringen.no/contentassets/78e603ad6c8e432695d2bca64fe54d3f/verdiskapingsanalyse-av-reiselivsnaringen-sluttrapport-28--januar-2015.pdf,Kartlegging,"Menon Economics|Høgskolen i Buskerud 
og Vestfold",no,2015-01-28 20:07:00,373490
3662,Evaluering av IA-avtalen 2. kvartal 2003,,Evaluering,Finansdepartementet (FIN)|Sosialdepartementet,nb,2003-01-01 00:00:00,99789
3663,Riksrevisjonens undersøkelse vedrørende husleieordningen for statlige virksomheter,,Riksrevisjonsrapport,Riksrevisjonen,nb,2000-01-01 00:00:00,73573
3664,Effektevalueringer på integreringsfeltet,https://www.imdi.no/contentassets/e8cd1ca1d6964bb1aff1d85e6ff31a4a/effekt.pdf,Evaluering,Integrerings- og mangfoldsdirektorat (IMDi),no,2019-01-01 20:16:00,73442
3665,Tiltak for å støtte pårørende til hjemmeboende personer med demens ,,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,nb,2011-01-01 00:00:00,195451
3666,Bystruktur og transport,,Evaluering,Transportøkonomisk institutt (TØI),nb,2011-01-01 00:00:00,173420
3667,Riksrevisjonens undersøkelse om brukerretting av offentlige tjenester,,Riksrevisjonsrapport,Riksrevisjonen,nb,2007-01-01 00:00:00,153588
3668,130 dødsulykker med vogntog,,Evaluering,Transportøkonomisk institutt (TØI),nb,2010-01-01 00:00:00,222997
3669,Uavhengig attestasjonsuttalelse om overholdelse av retningslinjer i Folketrygdfondet,,Evaluering,Ernst & Young,nb,2011-01-01 00:00:00,29934
3670,Påvirkes velgerne av meningsmålinger? Mulige konsekvenser av publiserte meningsmålinger,https://www.regjeringen.no/globalassets/upload/kilde/krd/rap/2006/0018/ddd/pdfv/285271-valg_rapport_meningsmalinger.pdf,Forhåndsutredning,Arbeidsgruppe,no,2006-06-28 20:06:00,123099
3671,Følgeevaluering av Kompetansemegling,,Evaluering,Samfunns- og næringslivsforskning (SNF),nb,2007-01-01 00:00:00,123736
3672,Fra kommunal leietaker til boligeier,http://biblioteket.husbanken.no/arkiv/dok/Komp/Fra%20kommunal%20leietaker%20til%20boligeier.pdf,Evaluering,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU samfunnsforskning,no,2019-01-01 20:18:00,188522
3673,Boligkarriere for startlånesøkere,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2011-01-01 00:00:00,287928
3674,Utførsel av kulturgjenstander med utenlandsk opprinnelse,https://www.regjeringen.no/contentassets/b636731ec3ba414ba4b6529476901a90/071020-utredning-til-kulturdepartementet-alf-petter-hogberg-rettet-versjon.pdf,Forhåndsutredning,"Institutt for Offentlig rett, UiO",no,2020-03-11 20:11:00,30287
3675,A baseline study of Norwegian development cooperation within the areas of environment and natural resources management in Myanmar,,Evaluering,Forskningsstiftelsen fafo|Feedback,en,2015-01-01 00:00:00,223202
3676,Innvandreres ulykkesrisiko og forhold til trafikksikkerhet ,,Evaluering,Transportøkonomisk institutt (TØI),nb,2008-01-01 00:00:00,373556
3677,Norms and Tax Evasion,,Evaluering,Frischsenteret,en,2008-01-01 00:00:00,63299
3678,Overgangen mellom utdanning og arbeid for unge med nedsatt funksjonsevne,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2012-01-01 00:00:00,56943
3679,Løslatt og hjemløs,,Evaluering,By- og regionforskningsinstituttet NIBR|Norges byggforskningsinstitutt|Kriminalomsorgens utdanningssenter,nb,2006-01-01 00:00:00,463583
3680,Reetableringsprosjektet i Steinkjervassdragene,,Evaluering,Veterinærinstituttet,nb,2013-01-01 00:00:00,69705
3681,Kystverkets håndtering av den akutte oljeforurensningen fra lasteskipet M/S Server,,Evaluering,Norconsult,nb,2008-01-01 00:00:00,267293
3682,Svart økonomi,,Evaluering,Research International,nb,2002-01-01 00:00:00,57025
3683,Evaluering av ordningen for Norges-kunnskap ved høyere læresteder i utlandet,,Evaluering,Rambøll Management,nb,2008-01-01 00:00:00,95395
3684,Oppdatert kunnskapsgrunnlag om Nord-Norgebanen,https://www.regjeringen.no/contentassets/32d2ff899c204220ac0e400c4785f0e0/jernbane_fauske_tromso_hovedrapport.pdf,KVU/KS1/KS2,Asplan Viak|Metier OEC|Jernbanedirektoratet,no,2019-11-12 20:11:00,101162
3685,Revision and assessment of Norwegian RID data 1990-2007,,Evaluering,Bioforsk jord og miljø|Norsk institutt for vannforskning (NIVA),en,2009-01-01 00:00:00,40922
3686,Evaluering av Nasjonalt institutt for ernærings- og sjømatsforskning (NIFES),,Evaluering,Damvad|Pöyry Norge,nb,2012-01-01 00:00:00,271700
3687,Forskningsbasert evaluering av ordningen med Veilederkorps,,Evaluering,Rambøll Management|Konsulenter|Universitetet i Oslo (UiO),nb,2013-01-01 00:00:00,264747
3688,Bransjeprogrammer under IA-avtalen 2019–2022,https://www.regjeringen.no/contentassets/21819f43d6b84966ab4a30416ece31e5/bransjeprogrammer-under-ia-avtalen-20192022.pdf,Forhåndsutredning,Arbeidsgruppe,no,2019-05-21 20:11:00,172033
3689,Tilstandsrapport for fagskolene 2015,https://www.regjeringen.no/contentassets/246decb3f2b245649dc48affedf26406/tilstandsrapport_fagskoler_2015_f-4428.pdf,Statusrapport,Kunnskapsdepartementet (KD),no,2016-02-12 20:08:00,120763
3690,Følgeevaluering av FORKOMMUNE programmet,,Evaluering,Menon Economics,nb,2021-01-01 00:00:00,86807
3691,Norway's Trade Related Assistance through Multilateral Organization,,Evaluering,DevFin Advisers,en,2011-01-01 00:00:00,270912
3692,Tett på gjengen,,Evaluering,By- og regionforskningsinstituttet NIBR,nb,2005-01-01 00:00:00,385953
3693,Resultatmåling av brukerstyrt forskning 2005,,Evaluering,Møreforsking Molde,nb,2006-01-01 00:00:00,215716
3694,Evaluering av ordninger for frivillig retur,,Evaluering,Oslo Economics,nb,2014-01-01 00:00:00,198453
3695,Et modernisert og forenklet lønns- og forhandlingssystem i staten,https://www.regjeringen.no/contentassets/5a172d1b33c14f0c987c81835e8ee2c7/et_modernisert_og_forenklet_lonns_og_forhandlingssystem_i_staten.pdf,Forhåndsutredning,Arbeidsgruppe,no,2017-02-14 20:08:00,194265
3696,Evaluering av Nasjonalt kunnskapssenter for helsetjenesten,,Evaluering,Internasjonal evalueringskomité,nb,2007-01-01 00:00:00,202109
3697,Evaluering av Mental helse kompetanse,,Evaluering,SINTEF,nb,2008-01-01 00:00:00,194496
3698,Utredning om prisdiskriminering i dagligvarebransjen,https://www.regjeringen.no/contentassets/deac14c2eeef432487543fa5f7dedab5/prisdiskriminering_170120.pdf,Forhåndsutredning,Arbeidsgruppe,no,2020-01-17 20:11:00,68315
3699,Brukereie innen godstransport,,Evaluering,ECON,nb,2005-01-01 00:00:00,174980
3700,The Norwegian Air Transport Market in the Future,,Evaluering,Møreforsking Molde,en,2012-01-01 00:00:00,147709
3701,Komposittreparasjoner på rørsystemer,https://www.ptil.no/contentassets/039edaba8aed46a498a3b04c1562c2be/edocs-83809-v1-komposittreparasjoner_pa_rorsystemer.pdf,Evaluering,Force Technology,no,2019-01-01 20:16:00,70863
3702,Riksrevisjonens undersøkelse om oppfølging av og kvalitet i private institusjoner innen tverrfaglig spesialisert behandling for rusmiddelavhengige,,Riksrevisjonsrapport,Riksrevisjonen,nb,2010-01-01 00:00:00,204747
3703,Analyse av konkurranseforholdene i markedene for tiltak og tjenester til statlig og kommunalt barnevern,https://www.regjeringen.no/contentassets/d92648c615274c44b3afc518b2128a83/konkurranseforholdene-i-markedene-for-barnevernet---oe-rapport-2019-43-.pdf,Evaluering,Oslo Economics,no,2020-01-16 20:11:00,188416
3704,Riksrevisjonens undersøkelse av innkjøpsvirksomheten i universitets- og høgskolesektoren,,Riksrevisjonsrapport,Riksrevisjonen,nb,2000-01-01 00:00:00,94183
3705,"Riksrevisjonens undersøkelse av Utenriksdepartementets tildeling av tilskudd til 
International Peace Institute (IPI)_x000D_",https://www.riksrevisjonen.no/globalassets/rapporter/no-2020-2021/uds-tilskudd-til-ipi.pdf,Riksrevisjonsrapport,Riksrevisjonen,no,2021-03-06 17:10:00,119167
3706,Hvor utbredt er praksis i norsk høyere utdanning?,https://www.nokut.no/globalassets/nokut/rapporter/ua/2019/bakken_lid_helseth_hvor-utbredt-er-praksis-i-norsk-hoyere-utdanning_1-2019.pdf,Studie,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2019-01-01 20:18:00,29972
3707,Scenarioer for offentlig sektor i 2040,https://www.regjeringen.no/contentassets/b77a320ef78c4c6bbcd261e1d49c68bd/scenarioer_for_offentlig_sektor_i_2040.pdf,Forhåndsutredning,"Kommunal- og moderniseringsdepartementet (KMD)|Kommunal- og moderniseringsdepartementet, Landbruks- og matdepartementet|Kommunal- og distriktsdepartementet (KDD)",no,2019-12-06 20:10:00,59179
3708,"Evaluering av ordningen ""Fast kontaktperson for foreldre med barn
med mangfoldige behov – pilot i Sør‐
Trøndelag"", og ""Pleiepengetelefonen""
  ",,Evaluering,SINTEF,nb,2016-01-01 00:00:00,286314
3709,Nullpunktmåling i forbindelse med ny forskrift for Husbankens grunnlån,http://biblioteket.husbanken.no/arkiv/dok/Komp/Nullpunktmaling%20i%20forbindelse%20med%20ny%20forskrift%20for%20Husbankens%20grunnlan.pdf,Evaluering,Oslo Economics,no,2020-01-01 20:19:00,16133
3710,Praksis sett fra studieprogramlederes perspektiv,https://www.nokut.no/globalassets/nokut/rapporter/ua/2019/kantardjiev_kristiansen_wiggen_praksis-sett-fra-studieprogramlederes-perspektiv_12-2019.pdf,Studie,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2019-01-01 20:18:00,65522
3711,Forskningsbarometeret 2018,https://www.regjeringen.no/contentassets/9c1e10fe9de745c7bd5ebab7fe63efed/forskningsbarometeret-2018.pdf,Statusrapport,Kunnskapsdepartementet (KD),no,2018-07-05 20:11:00,266368
3712,Evaluering av mangfoldsløftet,,Evaluering,Rambøll Management,nb,2011-01-01 00:00:00,220272
3713,Resultatmåling av brukerstyrt forskning 2017     ,,Evaluering,Møreforsking Molde,nb,2019-01-01 00:00:00,238829
3714,Riksrevisjonens undersøkelse av ressursutnyttelse og kvalitet i helsetjenesten etter innføringen av samhandlingsreformen,,Riksrevisjonsrapport,Riksrevisjonen,nb,2016-01-01 00:00:00,217733
3715,Riksrevisjonens undersøkelse av beskatning av utenlandske arbeidstakere og næringsdrivende på midlertidig opphold i Norge,,Riksrevisjonsrapport,Riksrevisjonen,nb,2016-01-01 00:00:00,207035
3716,Studiebarometeret for fagskolestudenter 2019: hovedtendenser,https://www.nokut.no/globalassets/studiebarometeret/2019/fagskole/studiebarometeret-fagskoler_hovedtendenser_4-2019.pdf,Kartlegging,Nasjonalt organ for kvalitet i utdanningen|NOKUT,no,2019-01-01 20:18:00,72877
3717,Skolens rådgivning -på vei mot framtida?,,Evaluering,SINTEF,nb,2010-01-01 00:00:00,366268
3718,Kvalitet i familiebarnehager,,Evaluering,Rambøll Management,nb,2012-01-01 00:00:00,198174
3719,Fra tilbakevending til retur,,Evaluering,Institutt for samfunnsforskning (ISF),nb,2008-01-01 00:00:00,196584
3720,Kunnskapsgrunnlag om nye organisasjonsformer i forvaltningen – første leveranse,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2021/DFO-notat-2021-1-Kunnskapsgrunnlag-om-nye-organisasjonsformer-i-forvaltningen.pdf,Studie,Direktoratet for forvaltning og økonomistyring (DFØ),no,2021-01-01 20:05:00,86026
3721,Skoleprestasjoner til barn med særboende foreldre,,Evaluering,"Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA)",nb,2005-01-01 00:00:00,247664
3722,Compliance with International Standards,,Evaluering,International Foundation for Electoral Systems,en,2012-01-01 00:00:00,379847
3723,Riksrevisjonens undersøkelse av spesialundervisningen i grunnskolen,,Riksrevisjonsrapport,Riksrevisjonen,nb,2011-01-01 00:00:00,201212
3724,Avgifter på spillolje,,Evaluering,ECON Pöyry,nb,2008-01-01 00:00:00,67007
3725,Evaluering av tilskuddsordning for helse- og rehabiliteringstjenester,,Evaluering,Samfunns- og næringslivsforskning (SNF),nb,2009-01-01 00:00:00,74313
3726,Brukerundersøkelse i helsetjenesten og blant journalister,,Evaluering,Agenda utredning & utvikling,nb,2003-01-01 00:00:00,123903
3727,Internasjonalt sekretariat i Justisdepartementet,,Evaluering,Direktoratet for forvaltning og IKT (DIFI),nb,2008-01-01 00:00:00,92324
3728,Research in Information and Communication Technology in Norwegian Universities and Colleges - A Review,,Evaluering,Internasjonalt sammensatt evalueringskomité,en,2002-01-01 00:00:00,220208
3729,Selvangivelse for lønnstakere og pensjonister 2005,,Evaluering,Sentio Research Norge,nb,2005-01-01 00:00:00,34183
3730,Kvikksølveksponering hos tannhelsepersonell,,Evaluering,Nasjonalt kunnskapssenter for helsetjenesten,nb,2011-01-01 00:00:00,367933
3731,10 og 20 Mbit/s bredbånd - kostnader for 100% dekning,https://www.regjeringen.no/contentassets/5a21838ba7da42c0909a36c91abaaf95/bredband-_analysys-mason.pdf,Forhåndsutredning,Analysys Mason,no,2019-07-11 20:10:00,36079
3732,Organisasjoner for identitet og integrering,,Evaluering,International Research Institute of Stavanger (IRIS)|Agderforskning,nb,2007-01-01 00:00:00,278438
3733,"Arena, kunst og sted",https://www.kulturradet.no/documents/10157/817597e2-c727-4d26-807a-c484705df847,Studie,Uni Research Rokkansenteret|HVL,no,2015-01-01 20:20:00,185013
3734,Evaluering av kompetansetiltaksprosjekt i språkstimulering og flerkulturell pedagogikk for barnehageansatte 2005-2009 i regi av NAFO,,Evaluering,Rambøll Management,nb,2010-01-01 00:00:00,240929
3735,Midway evaluation of seven Centres for Research-based Innovation (SFI-II),,Evaluering,Internasjonal evalueringskomité,en,2016-01-01 00:00:00,183638
3736,Evaluering av Senter for miljø og samarbeid i polarområdene og Barents-regionen (Polarmiljøsenteret): rapport fra Evalueringskomitéen,,Evaluering,Internasjonalt sammensatt evalueringskomité,nb,2006-01-01 00:00:00,178208
3737,Tidlig intervensjon på rusfeltet,,Evaluering,International Research Institute of Stavanger (IRIS),nb,2007-01-01 00:00:00,110779
3738,Kommune- og fylkestingsvalget 2011,,Evaluering,TNS Gallup,nb,2011-01-01 00:00:00,47157
3739,Å få rett - når du har rett!,,Evaluering,Statens institutt for forbruksforskning (SIFO),nb,2007-01-01 00:00:00,278969
3740,Høyere utdanning 2015,https://www.regjeringen.no/contentassets/1a81fe62f566483295c41a0b9d789010/tilstandsrapport2015_medforside.pdf,Kartlegging,Kunnskapsdepartementet (KD),no,2015-05-05 20:06:00,515192
3741,Gjennomgang av studentsamskipnadene,https://www.regjeringen.no/no/dokumenter/gjennomgang-av-studentsamskipnadene/id581517/,Ukategorisert,BDO,nb,2009-12-10 00:00:00,98094
3742,Evaluering av forebyggende tiltak mot tap av rein til rovvilt,,Evaluering,Bioforsk Nord,nb,2008-01-01 00:00:00,137129
3743,Lagringskapasitet for CO2,,Evaluering,Photos Rocks and Writing,nb,2008-01-01 00:00:00,40676
3744,Veterinærinstituttet,,Evaluering,Nasjonalt sammensatt evalueringskomité,nb,2000-01-01 00:00:00,0
3745,Befolkningsundersøkelsen,,Evaluering,Markeds- og mediainstituttet,nb,2004-01-01 00:00:00,92853
3746,Persontog til utlandet,https://www.jernbanedirektoratet.no/contentassets/43ba7f0916724199882a1593f6a577bf/persontog-til-utlandet-hovedrapport.pdf,Forhåndsutredning,Jernbanedirektoratet|Jernbaneverket Plan nord,no,2021-01-15 20:05:00,107609
3747,Tida og tilhøva,,Evaluering,Evalueringskomité/Utvalg,nb,2006-01-01 00:00:00,61092
3748,Fremtidig lokalisering for campus for NTNU,https://www.regjeringen.no/contentassets/43c316dedcd84aa7b6f9d0d3674f5b51/ntnu_statsbygg_tilleggsutredning-for-konseptvalg_rev12desember.pdf,Forhåndsutredning,"Statsbygg|NTNU. Institutt for voksnes læring og rådgivningsvitenskap (IVRI)|Norges teknisk-naturvitenskapelige universitet. Forskningsenheten Voksne i livslang læring|C. Langås/NTNU|NTNU samfunnsforskning|Norges teknisk-naturvitenskapelige universitet, Fakultet for naturvitenskap og teknologi|A. Lindholm/NTNU|Norges teknisk-naturvitenskapelige universitet, Institutt for kjemi|Norges teknisk-naturvitenskapelige universitet (NTNU)|NTNU. Institutt for konstruksjonsteknikk|By- og regionsforskningsinstitutt NIBR",no,2018-01-21 20:10:00,254522
3749,Utredning av tiltak for å bedre boforhold for barnefamilier,,Evaluering,Oslo Economics,nb,2018-01-01 00:00:00,212949
3750,Aktivitetsrapport 2014,https://www.regjeringen.no/globalassets/upload/kmd/rega/rapporter_2014/aktivitetsrapport2014.pdf?id=2281247,Statusrapport,"Kommunal- og moderniseringsdepartementet (KMD)|Kommunal- og moderniseringsdepartementet, Landbruks- og matdepartementet|Kommunal- og distriktsdepartementet (KDD)",no,2014-05-09 00:00:00,45609
3751,Konsekvensutredning av forslag til ny  åpenhetslov,https://www.regjeringen.no/contentassets/78ffbdf095af4d07a159ce9e4441f5d8/konsekvensutredning-av-forslag-til-ny-apenhetslov_endelig-korrigert-17.2-002.pdf,Forhåndsutredning,KPMG|Oslo Economics,no,2021-02-22 20:11:00,221312
3752,Tilfredsstiller statlige utredninger utredningsinstruksens krav? En nullpunktsmåling ved iverksettelse av ny instruks i 2016,https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2017/R0117-Tilfredstiller-statlige-utredninger-utredningsinstruksen.pdf,Evaluering,Direktoratet for forvaltning og økonomistyring (DFØ),no,2017-01-01 20:12:00,141930
3753,Hva er god Arbeid med bistand?,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2013-01-01 00:00:00,126369
3754,Barnevern i et minoritetsperspektiv,,Evaluering,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU samfunnsforskning,nb,2010-01-01 00:00:00,430849
3755,Status for oppfølging av revidert strategi mot arbeidslivskriminalitet,https://www.regjeringen.no/contentassets/54ca09a6e2544860ade057a3dc2de554/no/pdfs/statusrapport-a-krim-2020.pdf,Statusrapport,Departementene,no,2020-05-19 20:11:00,74361
3756,Evaluering av organisering av økonomitjenesteområdet i Senter for statlig økonomistyring (SSØ),,Evaluering,PricewaterhouseCoopers (PwC),nb,2010-01-01 00:00:00,234280
3757,Riksrevisjonens undersøkelse av statens satsing på elektronisk innkjøp,,Riksrevisjonsrapport,Riksrevisjonen,nb,2005-01-01 00:00:00,111872
3758,Logistikknutepunkt i Bergensregionen: Kvalitetssikring av beslutningsunderlag for konseptvalg (KS1),https://www.regjeringen.no/contentassets/22d0e28ac45d442a973bfd0eae7b72cc/sluttrapport_ks1_bergenpdf.pdf,KVU/KS1/KS2,Transportøkonomisk institutt (TØI)|Dovre Group,no,2016-11-11 20:08:00,269991
3759,Ikke av vond vilje,,Evaluering,Agderforskning,nb,2009-01-01 00:00:00,187616
3760,Rekruttering av personer med nedsatt funksjonsevne - på ordinær måte,,Evaluering,Arbeidsforskningsinstituttet (AFI),nb,2014-01-01 00:00:00,150804
3761,Evaluering av BIA,,Evaluering,Internasjonal evalueringskomité,nb,2017-01-01 00:00:00,96061
3762,Følgeevaluering av forskningsbasert kompetansemegling,,Evaluering,Samfunns- og næringslivsforskning (SNF),nb,2006-01-01 00:00:00,196865
3763,Kartlegging av mottakerne av den statlige tilskuddsordningen til frivillige rustiltak,,Evaluering,International Research Institute of Stavanger (IRIS),nb,2009-01-01 00:00:00,171430
3764,Trening og Øvelse,https://www.ptil.no/globalassets/fagstoff/prosjektrapporter/ikt-sikkerhet/dnv-gl---trening-og-ovelse.pdf,Evaluering,DNV,no,2019-01-01 20:15:00,124470
3765,"Assessment of Results : FK in Nepal, Norway and Ethiopia",,Evaluering,Nordic Consulting Group,en,2009-01-01 00:00:00,230475
3766,360 graders analyse av potensialet for nullutslippskjøretøy,https://www.regjeringen.no/contentassets/8561b0b2c1124a0ea7155a48f2ce5f27/360-graders-analyse-av-potensialet-for-nullutslippskjoretoy-toi-2020.pdf,Forhåndsutredning,Transportøkonomisk institutt (TØI),no,2020-05-02 20:11:00,835372
3767,Tilrettelegging av offentlig informasjon for innvandrere,https://www.imdi.no/contentassets/96f8ce054dec4c17ab7a39fa8d002531/rapport-2011-tilrettelegging-av-offentlig-informasjon-for-innvandrere,Evaluering,Ideas2evidence,no,2011-01-01 20:16:00,226826
3768,Kvalitetssikring av konseptvalg,,KVU/KS1/KS2,Asplan Viak|Terramar AS,nb,2006-01-01 00:00:00,208447
3769,"Riksrevisjonens undersøkelse
av politi- og lensmannsetatens
måloppnåelse på sentrale
oppgaver",https://www.riksrevisjonen.no/globalassets/rapporter/no-2021-2022/dokument-3-7-2021-2022-politirapporten.pdf,Riksrevisjonsrapport,Riksrevisjonen,no,2022-03-17 17:15:00,515728
3770,Estimating the size distribution of reported catches on-board factory vessels – Issues with using data from the production process,https://www.fiskeridir.no/Yrkesfiske/Dokumenter/Rapporter/2021/estimating-the-size-distribution-of-reported-catches-on-board-factory-vessels--issues-with-using-data-from-the-production-process/_/attachment/download/2f4bf71b-310a-4f35-8dae-a0a56ee2d100:33aecc0b31ec797b7cebf24bc4a2512dd636d28f/Rapport-estimating-the-size-distribution-of-reported-catches-on-board-factory-vessels.pdf,Studie,Fiskeridirektoratet,no,2021-01-01 20:16:00,57640
3771,"Vurdering av gjennomførte prosjekter på norsk sokkel
",https://www.npd.no/globalassets/1-npd/publikasjoner/rapporter/vurdering-av-prosjekter.pdf,Evaluering,Oljedirektoratet,no,2013-01-01 20:19:00,98518
3772,Evaluering av ordningen med støtte gjennom paraplyorganisasjoner : eksemplifisert ved støtte til Norsk Misjons Bistandsnemnd og Atlas-alliansen,https://www.norad.no/om-bistand/publikasjon/2009/evaluering-av-ordningen-med-stotte-gjennom-paraplyorganisasjoner--eksemplifisert-ved-stotte-til-norsk-misjons-bistandsnemnd-og-atlas-alliansen/,Evaluering,Statskonsult,nb,2009-01-16 00:00:00,155272
3773,Vurdering av behov for revisjon av Retningslinjer for helseundersøkelse av yrkesdykkere IK-2708,,Evaluering,Norsk senter for dykkemedisin,nb,2012-01-01 00:00:00,181205
3774,Følgeevaluering av regionale forskningsfond: 2. underveisrapport,,Evaluering,NIFU STEP,nb,2013-01-01 00:00:00,371874
3775,Innvandring og integrering 2019–2020,https://www.regjeringen.no/contentassets/0c06b8f8a664430ebf6120176ca93abc/immigration-and-integration-2019-2020-report-for-norway-to-the-oecd-final.pdf,Statusrapport,Espen Thorud,no,2020-12-22 20:11:00,278143
3776,Tilgang på boliger i distriktene og rekruttering av arbeidskraft,https://www.regjeringen.no/contentassets/06dd59bb9a294112878a09e57565c6ac/tilgang-pa-boliger-i-distriktene-og-rekruttering-av-arbeidskraft-samfunnsokonomisk-analyse-as.pdf,Forhåndsutredning,SØA,no,2021-04-01 20:11:00,116016
3777,Resultat- og effektmåling av innovasjonsprosjekter i  næringslivet 2020,,Evaluering,Møreforsking Molde,nb,2020-01-01 00:00:00,229644
3778,Evaluering av Sametingets tospråklighetstilskudd til fylkeskommuner og kommuner 2012-2014,,Evaluering,Nordlandsforskning,nb,2016-01-01 00:00:00,290678
3779,"Økonominytt fra EU-delegasjonen, 7/2017",https://www.regjeringen.no/contentassets/49d2180cccde497e815bde17eae4e45b/2017-7-juni-.pdf,Statusrapport,EU-delegasjonen,no,2017-03-07 20:08:00,59470
3780,Fallvilt og avlivede dyr av oter,,Evaluering,Norsk institutt for naturforskning (NINA),nb,2007-01-01 00:00:00,40226
3781,"Evaluering av representantordningen 
for enslige mindreårige asylsøkere",https://www.udi.no/globalassets/statistikk-og-analyse/evaluering-av-representantordningen-webversjon-261121.pdf,Evaluering,NTNU - Norges teknisk-naturvitenskapelige universitet|NTNU Samfunnsforskning|Oxford Research,no,2022-01-01 17:12:00,408686
3782,Rettigheter og tilhørighet,,Evaluering,Oxford Research,nb,2010-01-01 00:00:00,665754
