title;source_document_url;type;name;uuid;language;published_at;length
Riksrevisjonens undersøkelse av bevaringen og sikringen av samlingene ved statlige museer;;Riksrevisjonsrapport;Riksrevisjonen;bf047e94-9be7-4a79-8645-5ed2914a6beb;nob;2008-01-01 00:00:00;294874
Bioteknologisk FoU 2005;;Evaluering;NIFU STEP;bf053b54-3531-4fe8-8626-77acc6862a7e;nob;2007-01-01 00:00:00;105024
Report of the Research Evaluation Panel;;Evaluering;Norges Forskningsråd|Norges forskningsråd/Noregs forskingsråd|Noregs forskingsråd/Norges forskningsråd|Forskningsrådet|Noregs forskingsråd;bf133ec3-02e6-452c-9dab-1f8f351ba66b;eng;2019-01-01 00:00:00;120425
Intelligente transportsystemer (ITS);;Evaluering;TØI Transportøkonomisk Institutt|Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;bf24dfdd-8369-47b2-ac0b-168894447461;nob;2006-01-01 00:00:00;121128
Facing Return;https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/item/facing-return;Ukategorisert;Forskningsstiftelsen fafo|Fafo;bf25efb4-4799-4518-bca9-3eac7de91dc8;eng;2007-01-01 00:00:00;208450
Immigration and Immigrants 2014-2015;https://www.regjeringen.no/contentassets/e26c772313ae479093c20fcd6be7e9c2/norway_imo-report-2014-2015.pdf;Kartlegging;Arbeids- og sosialdepartementet, Barne- og familiedepartementet, Justis- og beredskapsdepartementet, Kunnskapsdepartementet;bf2989d2-9268-45aa-9615-f82d2ccae2e5;no;2016-01-11 20:08:16;394002
Noregs nasjonale ekspertar i Kommisjonen - Ein ressurs for Noreg, eller berre for EU?;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport-2012_1-noregs-nasjonale-ekspertar-i-kommisjonen.-ein-ressurs-for-noreg-eller-berre-for-eu_1.pdf;Evaluering;Direktoratet for forvaltning og IKT (DIFI)|Difi;bf2d7e4c-41f9-49ce-9ded-b6ebea7719f9;no;2012-01-01 20:14:26;184955
Evaluering av to nasjonale planer for seksuell helse;;Evaluering;ECON;bf387619-d215-4ac6-ac34-019af3a8e445;nob;2009-01-01 00:00:00;575120
Riksrevisjonens undersøking av bompengeforvaltninga;;Riksrevisjonsrapport;Riksrevisjonen;bf43ca9e-591b-4a44-9eab-2e49216cbb46;nno;2012-01-01 00:00:00;243433
Samfunnsøkonomisk analyse av farledsutbedring ved Åmnøy og i Stabbsundet;;Forhåndsutredning;Vista Analyse ;bf45a2e5-580c-4f20-bd8e-c8c0cb7e2fed;nob;2015-01-01 00:00:00;80243
"En oppdatert kunnskapsstatus om seksuell trakassering blant elever i ungdomsskolen og 
videregående opplæring";https://www.regjeringen.no/contentassets/46ad33f355704ca1ab8ff0f6ebe73c55/rapport---kunnskapsstatus-om-seksuell-trakassering.pdf;Kunnskapsoppsummering;[NTNU]|NTNU. Institutt for voksnes læring og rådgivningsvitenskap (IVRI)|NTNU|Norges teknisk-naturvitenskapelige universitet|Norges teknisk-naturvitenskapelige universitet. Forskningsenheten Voksne i livslang læring|C. Langås/NTNU|NTNU samfunnsforskning|Norges teknisk-naturvitenskapelige universitet, Fakultet for naturvitenskap og teknologi|A. Lindholm/NTNU|Norges teknisk-naturvitenskapelige universitet, Institutt for kjemi|Norges teknisk-naturvitenskapelige universitet (NTNU)|NTNU. Institutt for konstruksjonsteknikk|NIBR, NTNU;bf4d2c41-c0fc-40be-98ad-4ca5340b068b;no;2016-05-20 20:08:10;137093
"""Det var ikke bare ferie""";https://www.regjeringen.no/contentassets/a49d4119022f470f98ca4574ead4a9ef/rapport-fra-ekspertgruppe-om-unge-som-etterlates-i-utlandet-mot-sin-vilje.pdf;Evaluering;Ekspertgruppe;bf5a14a2-31e7-420a-99f3-ef3c7bc25aad;no;2020-05-25 20:10:54;387752
Innvandrere med svak tilknytning til arbeidsmarkedet - hvem er de?;https://www.imdi.no/contentassets/9f3a4f2d258243c184a63ee920eb7d0d/rapport-2014.-innvandrere-med-svak-tilknytning-til-arbeidslivet.pdf;Kartlegging;SSB;bf64d65e-5156-4461-8757-a66cc33f6846;no;2014-01-01 20:20:09;239500
Nytt logistikknutepunkt i Trondheimsregionen;https://www.regjeringen.no/contentassets/a604b991685f46d5badb722c7f491aba/2016-09-02-sluttrapport-sa-lkp-trondheim.pdf;KVU/KS1/KS2;TØI Transportøkonomisk Institutt|Dovre Group |Transportøkonomisk institutt|Transportøkonomisk institutt (TØI)|TØI;bf673c1d-b423-4479-93ff-4fddcbffb31b;no;2016-09-05 20:08:30;181714
Riksrevisjonens undersøkelse om uførepensjon og yrkesrettet attføring;;Riksrevisjonsrapport;Riksrevisjonen;bf6cab2f-56aa-4ecf-b3b9-db072fa9ccc8;nob;2001-01-01 00:00:00;289426
"Nasjonal evaluering av ""Trygt hjem for en 50-lapp""";;Evaluering;Rambøll Management;bf7a2e6b-8d3f-42f4-ac4a-11cab7ae41ec;nob;2009-01-01 00:00:00;123141
Statlig styring av kommunene - En kartlegging av virkemiddelbruk og utviklingstrekk på tre sektorer i perioden 1999–2015;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/statlig_styring_av_kommunene._en_kartlegging_av_virkemiddelbruk_og_utviklingstrekk_pa_tre_sektorer_i_perioden_1999-2015_difi-rapport_2015-19.pdf;Kartlegging;Direktoratet for forvaltning og IKT (DIFI)|Difi;bf80d034-d5e1-4814-b733-50ef5624a698;no;2015-01-01 20:13:56;227468
Evaluering av forenkling i SAK 10;https://dibk.no/globalassets/02.-om-oss/rapporter-og-publikasjoner/evaluering-av-forenkling-i-sak-_prognosesenteret_2016.pdf;Evaluering;Direktoratet for byggkvalitet|Direktoratet for byggkvalitet (DiBK)|DiBK|Prognosesenteret|Direktoratet for byggkvalitet;bfb71160-64e6-43dc-ab15-c88ac12232b0;no;2016-01-01 20:19:18;144941
DFØs e-handelstjeneste;;Evaluering;Terramar AS;bfe5b79c-c9ca-4ea6-8e08-235a84f7423d;nob;2012-01-01 00:00:00;131644
Evaluering av statens fagorgan Kunst i offentlige rom (KORO);https://www.regjeringen.no/contentassets/0b9647c9659a4d0e949321d50437b45f/evaluering_koro_2015.pdf;Evaluering;Rambøll;c0074556-e2ca-41a7-883a-d9ee719a2e8b;nob;2015-02-10 20:07:08;456309
Nasjonal strategisk risikovurdering;https://www.fiskeridir.no/Yrkesfiske/Dokumenter/Rapporter/Nasjonal-strategisk-risikovurdering.-Ressurskontrollen-2012-2013/_/attachment/download/c259f2ba-19dc-4d26-9b26-8462f869864a:06484aa9d2ba7bc2e44e1ea55915d659599c5eb2/nasjonal-risikovurdering-2012-2013.pdf;Evaluering;Fiskeridirektoratet|Fiskeridirektøren;c025dd72-3c53-4f2f-952e-697c5de9b2a1;no;2012-01-01 20:16:21;29608
Evalurering;;Evaluering;Finnut Consult ;c03260fd-7e02-4532-9784-8619b98df587;nob;2009-01-01 00:00:00;92399
Bostedsløse i Norge 2020 - en kartlegging;http://biblioteket.husbanken.no/arkiv/dok/Komp/Bostedslose%20i%20norge%202020.pdf;Kartlegging;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);c037c68b-a5f2-4592-9e58-8b4d4ad363c3;no;2021-01-01 20:17:46;445434
Kartlegging av godkjenningsordningene for regulerte yrker;https://www.nokut.no/globalassets/nokut/rapporter/ua/2019/kartlegging-av-godkjenningsordningene-for-regulerte-yrker_2019.pdf;Evaluering;Nasjonalt organ for kvalitet i utdanningen|NOKUT;c03cdee6-1ec6-46a0-8728-593dbd865c1c;no;2019-01-01 20:18:03;77751
Samfunnsøkonomisk analyse av farledsutbedring og utdyping i Senjahopen fiskerihavn;;Forhåndsutredning;Vista Analyse ;c03d2425-5cf0-476c-bb4a-26acd6da8209;nob;2016-01-01 00:00:00;116751
"En evaluering av ""strategi for fleksibel læring"" ved Universitetet i Oslo";;Evaluering;Nordisk institutt for studier av innovasjon, forskning og utdanning (NIFU);c03e67e5-1e76-4a96-9188-d10cff7e20b4;nob;2006-01-01 00:00:00;86528
Evaluering av Husbankens utdanningsprosjekt;;Evaluering;Asplan Viak;c042fc32-7bfa-4eb3-b7db-29af8e31d72e;nob;2000-01-01 00:00:00;232344
Utredning av Havforskningsinstituttets framtidige infrastrukturbehov for innhenting av marine data;https://www.regjeringen.no/contentassets/7bad5ff22e8c46d6b7a86d34a02a9437/havforskningsinstituttets_framtidige_infrastrukturbehov_for-innhenting_av_marine_data.pdf;Forhåndsutredning;Havforskningsinstituttet;c043192e-8204-4958-ba25-7eaaa06fb7a6;no;2015-09-09 20:06:56;335102
Uavhengig attestasjonsuttalelse 2012 ;;Evaluering;Ernst & Young;c046fd0d-4cd5-4d58-85c8-7b9fd71a3995;nob;2013-01-01 00:00:00;30156
Evaluation - Economic Research in Norway;;Evaluering;Internasjonalt sammensatt evalueringskomité;c04c2d86-ae8b-4002-9a8a-5992d5c0cc61;eng;2007-01-01 00:00:00;256513
Study of the impact of the work of FORUT in Sri Lanka: Building Civil Society;https://www.norad.no/om-bistand/publikasjon/ngo-evaluations/2009/study-of-the-impact-of-the-work-of-forut-in-sri-lanka-building-civil-society;Ukategorisert;Norsk institutt for by- og regionforskning;c04f8d0b-0899-409e-b76c-bebac005fa8d;eng;2009-01-23 00:00:00;187550
Raising the ambition level in Norwegian innovation policy   ;;Evaluering;Technopolis Group;c050175e-d7f6-484b-996d-1b035b3227a0;eng;2019-01-01 00:00:00;362590
Gjennomgang av Norsk teaterråd;https://www.regjeringen.no/globalassets/upload/kud/samfunn_og_frivillighet/rapporter/kpmg_rapport-kulturdepartementet-gjennomgang_av_norsk_teaterrad-endelig_rapport_26aug2014.pdf;Evaluering;KPMG;c0693444-15c2-448d-8e8e-c81389315ee3;no;2014-09-02 00:00:00;150735
Ledelsesutviklingsprogrammet i Kriminalomsorgen 2007-2009;;Evaluering;Kriminalomsorgens utdanningssenter;c06a582d-de53-4566-a8d7-4df6b3d93c7b;nob;2009-01-01 00:00:00;113752
Informasjon om helse, helserettigheter og helsetjenester til beboere i ankomstsenter og transittmottak;https://www.udi.no/globalassets/global/forskning-fou_i/asylmottak/informasjon-helserettigheter-helsetjenester-ankomstsenter-transittmottak.pdf;Evaluering;FHI;c0729614-5b41-49ea-9fca-c022d9541473;no;2017-01-01 20:16:14;216163
Museum, arkiv og samfunn;https://www.kulturradet.no/documents/10157/fa7884ea-a672-4a44-a429-266a480074be;Forhåndsutredning;Norsk kulturråd|Kulturrådet;c077e9a5-f39a-40d4-b579-0c523cecaced;no;2007-01-01 20:17:15;146204
Erfaringer med deregulering av drosjemarkedet i ulike land og overføringsverdi til Norge;https://www.regjeringen.no/contentassets/8a9f027af5e04806b2cf873806e183ae/erfaringer-med-deregulering-av-drosjemarkedet-i-andre-land-og-overforbarhet-til-norge---en-litteraturstudie.pdf;Kunnskapsoppsummering;Oslo Economics;c0851162-9005-4c5b-92a2-ec9884976f0d;no;2019-04-09 20:11:25;109048
Tilgjengelig og tilrettelagt faglitteratur for studenter med syns- og lesehemminger;;Evaluering;Nasjonalt sammensatt evalueringskomité;c08c342e-abe7-47cb-a516-aeaa4130dac4;nob;2007-01-01 00:00:00;0
Kommunenes utgifter til bosetting og integrering av flyktninger og personer med opphold på humanitært grunnlag i 2020;https://www.imdi.no/contentassets/17a47cce679244d4875e3472e2644592/kommunenes-utgifter-til-bosetting-og-integrering-av-flyktninger-og-personer-med-opphold-pa-humanitart-grunnlag-i-2020.pdf;Kartlegging;Beregningsutvalget;c08df9a2-85e8-4971-a05c-0dd6891174b7;no;2021-01-01 20:12:45;141589
Barnevernbarnas helse;;Evaluering;Norsk institutt for by- og regionforskning|NIBR|Norsk institutt for by- og regionforskning (NIBR);c0a892df-52b1-4b47-ad55-2742f5b4804a;nob;2005-01-01 00:00:00;176825
Klimatilpasning i Framtidens byer;https://www.regjeringen.no/contentassets/334b297f783d460484c653bb44dd5b9b/framtidens_byer_klimatilpasning_sluttrapport.pdf;Evaluering;Asplan Viak;c0beb4d9-0ebd-48d0-9cd9-e72aff9f09a5;no;2015-05-20 20:06:51;88411
Environmental Impacts of a Free Trade Agreement between China and Norway;;Evaluering;Vista Analyse |Fridtjof Nansens Institutt;c0c13a19-e370-4271-bf9c-145b695db19c;eng;2011-01-01 00:00:00;408142
Duett eller duell?;;Evaluering;Telemarksforsking Bø;c0c31420-80f5-4b1d-96a1-5695c5c89456;nob;2013-01-01 00:00:00;187540
Arbeidstakermedvirkning i petroleumsnæringen og på store byggeplasser;https://www.ptil.no/contentassets/28f6c2803c0943c4aa5c1f0157c6bfe7/arbeidstakermedvirkning-i-petroleumsnaringen-og-store-byggeplasser.pdf;Evaluering;Forskningsstiftelsen fafo|Fafo|IRIS Samfunnsforskning;c0dd3714-09df-4764-8212-659943e3dd76;no;2018-01-01 20:17:05;228313
A Study of Monitoring and Evaluation in Six Norwegian Civil Society Organisations;;Evaluering;Andante - tools for thinking;c0dff3ba-864d-46c6-9edd-9d6d9c352802;eng;2013-01-01 00:00:00;357159
Evaluering av politirådene;https://www.regjeringen.no/contentassets/68bba047344748d4b286212caf336070/evaluering_politiraadene_2014.pdf;Evaluering;Rambøll;c0ef48e9-597f-4e19-98c6-e90eb1f20d17;no;2014-08-22 00:00:00;258923
Kunnskapsløftets intensjoner, forutsetninger og operasjonaliseringer : en analyse av en læreplanreform;;Evaluering;Universitetet i Oslo, Pedagogisk forskningsinstitutt;c0f164d0-5e89-464b-9e06-03c66231ca10;nob;2011-01-01 00:00:00;457279
Egenevaluering av overvåkingsprogrammet for villrein;;Evaluering;Norsk institutt for naturforskning;c123fb27-c324-4188-a079-473bbb4818fc;nob;2006-01-01 00:00:00;87662
Utredning om særskilt distribusjonstilskudd i prisutjevningsordningen for melk;https://www.regjeringen.no/contentassets/44acf601c1e444f9ac5286678b34eec6/rapport---vurdering-av-sarskilt-distribusjonstilskudd-i-prisutjevningsordningen-for-melk-2020.pdf;Studie;Landbruksdirektoratet;c1329b25-2332-405f-a834-f1c710eec9f4;no;2020-06-04 20:11:33;123979
Matnyttige matpaneler;;Evaluering;Statskonsult;c134d252-03aa-4a38-824f-adb47be409d9;nob;2005-01-01 00:00:00;226300
Forslag om rettsmedisinsk obduksjon av alle trafikkdrepte m.m.;https://www.regjeringen.no/contentassets/8dcfcf6b9d834df8991dd2348993e7bd/rapport-obduksjon.pdf;Forhåndsutredning;Arbeidsgruppe;c139759d-61f2-47a3-a8f4-53edf0c4bbe0;no;2018-06-19 20:10:57;194136
Evaluation of Norwegian Multilateral Support to Basic Education;;Evaluering;Development Portfolio Management Group (DPMG);c1576b9e-faf6-41c6-8a88-a3b224e444b9;eng;2015-01-01 00:00:00;353061
"Evaluering av implementeringen av 
RETHOS for studieprogrammene i 
paramedisin
";https://www.nokut.no/globalassets/nokut/rapporter/ua/2022/evaluering-av-implementeringen-av-rethos-for-studieprogrammene-i-paramedisin_9-2022.pdf;Evaluering;Nasjonalt organ for kvalitet i utdanningen|NOKUT;c172c9bf-c8a5-40c8-811f-4563e39fc208;no;2022-02-22 17:13:12;97095
Riksrevisjonens undersøkelse av myndighetenes arbeid for å sikre god luftkvalitet i byområder;;Riksrevisjonsrapport;Riksrevisjonen;c172cb72-36a8-4b09-b3d2-4e9a55b0ce21;nob;2015-01-01 00:00:00;307077
Evaluering av FRAM Kultur 2005-2010;;Evaluering;Telemarksforsking Bø;c17abf8a-d43c-4daf-a57c-554ea965b5e4;nob;2010-01-01 00:00:00;47555
Utsatte unge 17-23 år i overgangsfaser;;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);c17e65d9-b24c-464d-a4a3-6dc003b2c644;nob;2010-01-01 00:00:00;245272
Tilflytting for enhver pris?;;Evaluering;Norut Tromsø|Møreforsking|Ideas2evidence;c19f420f-d3ca-45d7-b757-7229b9ccbf93;nob;2013-01-01 00:00:00;608243
Norwegian Climate Research;;Evaluering;Evalueringskomité/Utvalg;c1a180ae-9523-4fa6-9fd2-2a97a6256ec3;eng;2012-01-01 00:00:00;472913
Lagkoordinator rollen i områdelag;;Evaluering;Deloitte;c1b33e8b-a787-4a66-9168-d7b28c166585;nob;2011-01-01 00:00:00;0
Strategier og planer for innovasjon og fornyelse i offentlig sektor;;Evaluering;Statskonsult;c1b46918-8a4a-42bd-b5c0-345db20831ce;nob;2006-01-01 00:00:00;87456
Familieinnvandrere utenfor introduksjonordningen;https://www.imdi.no/contentassets/084917331f754ef58f992196c15bb9cb/rapport-2012.-familieinnvandrere-utenfor-introduksjonsordningen.pdf;Studie;PROBA Samfunnsanalyse;c1bc574b-b06e-4397-9921-d801da55dab3;no;2012-01-01 20:19:17;307316
Årsaker til økning i utgiftene til toppfinansieringsordningen for ressurskrevende tjenester fra 2007 til 2008;https://www.regjeringen.no/no/dokumenter/Arsaker-til-okning-i-utgiftene-til-toppfinansieringsordningen-for-ressurskrevende-tjenester-fra-2007-til-2008/id593377/;Ukategorisert;Fürst og Høverstad ANS;c1c07aa1-bd7e-4942-bb50-4bb87c27179a;nob;2010-02-12 00:00:00;147411
Uførepensjon som lønnstilskudd;;Evaluering;ECON analyse;c1c17329-4359-4069-8ff2-b522ab8fe1d0;nob;2006-01-01 00:00:00;74909
Fra bostedsløs til egen bolig;https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/fra-bostedslos-til-egen-bolig;Ukategorisert;Forskningsstiftelsen fafo|Fafo;c1c7c45c-e709-414b-b2e4-0b4e7a5a84bc;nob;2007-01-01 00:00:00;245148
Riksrevisjonens undersøkelse av styring og forvaltning av barnehagetjenestene;;Riksrevisjonsrapport;Riksrevisjonen;c1d6251f-8a9a-426f-815a-66db1119d781;nob;2009-01-01 00:00:00;234335
Evaluering av Nullvisjonsprosjektet på Lillehammer : delrapport 1;;Evaluering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;c1e09fe8-7cb6-4043-b4f7-d139fa66e54a;nob;2007-01-01 00:00:00;124027
Analyse av arealbruk i byområder;https://www.regjeringen.no/contentassets/ca366d9fd2c94020ad51810adbfe54c2/arealbruk_knutepunkt.pdf;Forhåndsutredning;Asplan Viak;c1e8ed94-5e12-4da1-a523-1be7d7199956;no;2014-08-05 00:00:00;119443
Evaluering av norsk økologisk landbruksforskning (1999-2009);;Evaluering;Norges Forskningsråd|Norges forskningsråd/Noregs forskingsråd|Norsk institutt for landbruksøkonomisk forskning (NILF)|Noregs forskingsråd/Norges forskningsråd|Forskningsrådet|Noregs forskingsråd;c1ef8b33-0813-4fb7-a828-937fe43db60e;nob;2010-01-01 00:00:00;147291
Added costs. Added value?;;Evaluering;Chr. Michelsens institutt|Niras;c1f653bb-6e82-4c46-8e86-7610bbd78c1b;eng;2014-01-01 00:00:00;332385
Famler seg fram til god etteroppfølging;;Evaluering;Arbeidsforskningsinstituttet (AFI);c1f8f055-780d-430f-9b78-5d5b3fafc7a8;nob;2015-01-01 00:00:00;187505
Markedsrapport 2020;https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Markedsrapport%202020.pdf/_/attachment/inline/c6a8882c-e7b8-475e-b131-b761674027e1:f3205e4c9c9189eb2699b9812cdc6cddff35d9e0/Markedsrapport%202020%20-%20oppdatert%2016.03.21.pdf;Kartlegging;Landbruksdirektoratet;c216f48c-71fd-43d0-a8d7-357eb26d8a81;no;2021-01-01 20:17:18;231488
Riksrevisjonens undersøkelse av statens arbeid med CO2-håndtering;;Riksrevisjonsrapport;Riksrevisjonen;c21d9752-d576-4392-a9f1-59d932f15631;nob;2013-01-01 00:00:00;295510
Bedrifters tilfredshet med kontakten med Tollvesenet før og etter nedleggelsen av Tollsteder;;Evaluering;Opinion;c23ba85c-7a80-4348-bde1-537101593d3f;nob;2005-01-01 00:00:00;30071
State of the art Bonded Flexible Pipes 2018;https://www.ptil.no/contentassets/0e4d166cf8524bf8ae81ceb9d34d8a39/psa-norway-state-of-the-art-bonded-flexible-pipes-2018.pdf;Studie;4subsea;c2484eee-8cf0-47f7-97a3-92dd12f57c95;no;2018-01-01 15:18:36;155804
Ekstern kvalitetssikring av konseptuell løsning for prosjekt 7600 fremtidig kampflykapasitet;;Evaluering;Econ Pöyry|HolteProsjekt;c24911ee-3188-4251-8cfb-2c4f222bbba7;nob;2006-01-01 00:00:00;218290
Videregående opplæring og opptakskrav til høyere utdanning i utvalgte land;https://www.nokut.no/contentassets/9989482e51f1473786a8037c4b71b46d/videregaende_opplaring_og_opptakskrav_til_hoyere_utdanning_i_utvalgte_land_3-2018.pdf;Kartlegging;Nasjonalt organ for kvalitet i utdanningen|NOKUT;c24afa7d-b1d4-42f4-a1ea-e8dedf3e1960;no;2018-01-01 20:18:06;166527
Tilstandsrapport for fagskoler 2017;https://www.regjeringen.no/contentassets/a77423656189422e885cb4d8140626d2/fagskoler-2017.pdf;Statusrapport;Kunnskapsdepartementet|KD|UiO|KD;c28cda5f-833b-4896-9860-8cffa02e49d9;no;2018-02-09 20:11:23;88391
Kvalitetskontroll av returflis;;Evaluering;Norsk energi;c28d1fb1-4189-4abf-aa99-8b9cbc3876cf;nob;2009-01-01 00:00:00;0
Marked før regulering: Vurdering av statlige lagringstiltak for sikker matkornforsyning;https://www.regjeringen.no/globalassets/upload/lmd/vedlegg/brosjyrer_veiledere_rapporter/notat_marked_foer_regulering_vurdering_av_statlige_lagringstiltak_for_sikker_matkornforsyning2.pdf;Forhåndsutredning;NILF;c28e940f-8448-44ce-b6a3-256379e295c1;no;2014-06-11 00:00:00;107800
Retur som avtalt?;;Evaluering;Forskningsstiftelsen fafo|Fafo;c2946100-84d3-40e0-b984-8801abe5a868;nob;2016-01-01 00:00:00;268578
Bruken av private aktører i barnevernet – ansvar på avveie?;;Evaluering;Vista Analyse ;c29971c1-090c-4236-93e0-190ef927e209;nob;2016-01-01 00:00:00;286039
Viltvoksende nemnder? Om organisering og regulering av statlige klagenemnder;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/Rapporter-Difi/difi-rapport-2014_2-viltvoksende-nemnder.-om-organisering-og-regulering-av-statlige-klagenemnder.pdf;Studie;Direktoratet for forvaltning og IKT (DIFI)|Difi;c2b65f04-93a3-4658-a6d7-d88338a8f2cc;no;2014-01-01 20:14:12;219777
Kvalitetssikring (KS1) av KVU for Buskerudbypakke 2;;KVU/KS1/KS2;Terramar |Oslo Economics AS;c2b8bfa4-b2e9-4b10-a38b-fb7a99d51760;nob;2014-01-01 00:00:00;322348
"""Ungdomstråkk"" – en studie av ungdommer og unge voksnes bruk av uterom, parker og plasser.";https://www.regjeringen.no/contentassets/703013f929c84da1afe32146aea07c1b/ungdomstraakk_forprosjektrapport.pdf;Studie;Arbeidsforskningsinstituttet AFI;c2ba5416-8f9c-45ef-87cc-3fac3bf382d7;no;2016-03-04 20:08:03;124099
Indikatorer for kulturarvens samfunnsnytte;;Evaluering;Vista Analyse ;c2d3f855-d94f-4522-96ae-e388dcef4202;nob;2016-01-01 00:00:00;173658
Rapport fra Det tekniske beregningsutvalg for kommunal og fylkeskommunal økonomi;https://www.regjeringen.no/contentassets/777849ab259d44b697c1fd7e89041993/tbu_2019_november-trykk_sidetall.pdf;Statusrapport;TBU;c2dcdceb-9215-459a-a724-0199a457936a;no;2019-11-18 20:11:18;680919
En statlig bro i kapitalmarkedet;https://www.regjeringen.no/globalassets/upload/nhd/menon_in.pdf;Evaluering;MENON Business Economics;c2dec1da-05f0-4919-a7a7-41a540845886;no;2014-01-24 00:00:00;606926
Erasmus+ i norsk høyere utdanning 2021;https://diku.no/content/download/3946/file/Kartlegging%20av%20Erasmus+%20i%20norsk%20høyere%20utdanning%20-%20Diku%20rapport%208-2021%20%281%29.pdf;Kartlegging;Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning (DIKU)|Senter for internasjonalisering av høyere utdanning|Diku|Direktoratet for internasjonalisering og kvalitetsutvikling i høyere utdanning;c2ef6f19-a9e5-4bd7-ada1-affcf7ae348e;no;2021-01-01 20:14:57;201578
Sluttrapport for 2020 om økonomiske konsekvenser av covid-19-situasjonen for kommunesektoren;https://www.regjeringen.no/contentassets/1409e0f700dc48aa9f76b8d61bc698f0/sluttrapport-fra-arbeidsgruppen-endelig.pdf;Kartlegging;Arbeidsgruppe;c2f38466-572a-45f0-953c-6730779a0b71;no;2021-03-29 20:11:16;65508
Riksrevisjonens kontroll med forvaltningen av statlige selskaper for 2008;;Riksrevisjonsrapport;Riksrevisjonen;c30833c9-14a8-4823-a7ec-3a067a9513dd;nob;2009-01-01 00:00:00;378561
DFØ og forvaltinga av utgreiingsinstruksen 2020;https://dfo.no/sites/default/files/fagomr%C3%A5der/Rapporter/2021/DFO-rapport-2021-2-DFO-og-forvaltningen-av-utredningsinstruksen-2020.pdf;Statusrapport;Direktoratet for forvaltning og økonomistyring|DFØ|Direktoratet for forvaltning og økonomistyring|DFØ;c3137eca-6465-424f-814d-c87c2ea01ac0;no;2021-01-01 20:05:07;44143
Evaluering av leksehjelptilbudet 1.-4. trinn;;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);c31836a7-2a4d-401f-9e27-6caf6770c5e3;nob;2013-01-01 00:00:00;280600
Riksrevisjonens undersøkelse av bistand til godt styresett og antikorrupsjon i utvalgte samarbeidsland;;Riksrevisjonsrapport;Riksrevisjonen;c31d9f4e-be3f-4573-a746-fc78171c8f32;nob;2015-01-01 00:00:00;289952
Inntektssystemet for kommunene: prosjekt om delkostnadsnøkkelen for grunnskole og norm for lærertetthet;https://www.regjeringen.no/contentassets/ede00d733a46471fb081eb938cf0bd54/sof-r-05_19.pdf;Forhåndsutredning;SØF;c3204763-67db-45c5-b65c-cc5d1ed2b132;no;2019-09-25 20:10:48;112038
Samfunnsøkonomisk analyse av eventuell utvidet petroleumsvirksomhet i Barentshavet - Lofoten;;Forhåndsutredning;Vista Analyse ;c32a55bf-1386-4d48-8a87-7539aab030c3;nob;2010-01-01 00:00:00;355025
Samarbeid og kommunikasjon rundt IA-avtalen og Jobbstrategien;;Evaluering;SINTEF|SINTEF, Statens vegvesen|SINTEF Teknologi og samfunn|SINTEF Samferdselsteknikk|SINTEF Bygg og miljø|SINTEF Teknologi og samfunn. Helsetjenesteforskning|SINTEF Helse|SINTEF, Teknologi og samfunn|SINTEF Community|SINTEF Energiforskning |SINTEF IKT|SINTEF petroleumsforskning|SINTEF Byggforsk|SINTEF fiskeri og havbruk|SINTEF Building and Infrastructure|SINTEF Digital|SINTEF NHL;c32f0485-b8ff-4459-85eb-2081649778ed;nob;2015-01-01 00:00:00;452678
Evaluering av Klimasats;;Evaluering;Menon Economics;c3374637-5a20-429a-98cb-c76dd08dcc48;nob;2017-01-01 00:00:00;106654
Study into Air Navigation Services to be opened to Competition in Norway: Part 1;https://www.regjeringen.no/contentassets/991dbf53e1b74ccea64a4d37331c5574/study-into-air-navigation-services-to-be-opened-to-competition-in-norway-final-report-part-1.pdf;Evaluering;Helios;c352c23d-2726-4e36-8e8b-00d1579d2c42;en;2015-12-03 20:06:56;191275
Habilitering som  koordinerende tiltak;;Evaluering;Norsk institutt for forskning om oppvekst, velferd og aldring (NOVA);c355aa83-16bf-480c-8546-64d8b3ca799a;nob;2012-01-01 00:00:00;194081
