title,source_document_url,type,uuid,language,published_at,evaluation_type,sector,series,series_number,datainnsamling 1,datainnsamling 2,datainnsamling 3,datainnsamling 4,datainnsamling 5,method,length
Brukerundersøkelse 2013,,Evaluering,695322b5-c7de-4662-89c6-ff4f0f504a3b,nob,2014,Etterevaluering,Bolig og eiendom,,,Spørreskjema,,,,,,NULL
Evaluering av Program for skolebibliotekutvikling 2009-2013,,Evaluering,69553bc7-f60f-4913-a188-e39b7d62d7c1,nob,2014,Etterevaluering,Utdanning og forskning,Rapport,apr.14,Intervju,Spørreskjema,Dokumentstudier,,,,198287
Evalueringsrapport om bruken av egenerklæringsskjema for asylsøkere i forbindelse med kjønnslemlestelse og tvangsekteskap,,Evaluering,6959f503-3063-4816-9c8e-7235e988c58c,nob,2009,Tidsuavhengig evaluering,Innvandring og inkludering,,,Intervju,Dokumentstudier,Statistikk,Observasjon,,,164409
En stein i elva,,Evaluering,696fb753-ff20-47fc-91dd-59883d99bdd6,nob,2005,Underveisevaluering,Familie og oppvekst,,,Intervju,Dokumentstudier,Observasjon,,,,62313
Differensiert føreropplæring,,Evaluering,6971d208-5b99-4b13-a5fb-77152f8d14f3,nob,2008,Etterevaluering,Transport og kommunikasjon,TØI-rapport,943/2008,Intervju,Spørreskjema,Observasjon,,,,143315
Health Results Innovation Trust Fund Mid Term Review,,Evaluering,69777623-7a97-4d49-b6dc-5b556c9f2dad,eng,2018,Underveisevaluering,Helse og omsorg,Norad Collected Reviews,jun.18,Intervju,Dokumentstudier,Observasjon,,,,364412
Can We Demonstrate the Difference that Norwegian Aid Makes?,,Evaluering,6986a263-5e10-4191-8a75-a095c7232106,eng,2014,Etterevaluering,Internasjonalt,Evalueringsrapport,jan.14,Intervju,Spørreskjema,Dokumentstudier,,,,348989
Spørsmål til Barnehage-Norge 2016,,Evaluering,69873d91-95e1-4e1d-9415-c46a5dd47370,nob,2017,Underveisevaluering,Utdanning og forskning,TFOU-rapport,2017:01:00,Spørreskjema,,,,,"Elektronisk spørreundersøkelse til tre målgrupper - barnehagestyrere, barnehageeiere og kommunen som lokal barnehagemyndighet (+ bydelene i Oslo) ",271460
Næringshagene - Omplanting og gjødsling av den eksisterende underskogen,https://www.regjeringen.no/no/dokumenter/naringshagene---omplanting-og-gjodsling-/id106110/,Ukategorisert,69a77e73-3ea7-4031-a8b6-d34545e60533,nob,2004,Etterevaluering,Kommuner og distrikter,,,Spørreskjema,,,,,Statistisk analyse og oppsummering av dybdeintervjuer. ,152357
Permitteringer og avgang fra arbeidslivet,,Evaluering,69a90487-2368-4944-982d-2f503d97e912,nob,2015,Etterevaluering,Arbeid og velferd,Proba-rapport,2015-07,Statistikk,,,,,,321221
"Grenseregulering, servicekontor og politiråd i Hordaland : evaluering av prøveordning i Hordaland politidistrikt",,Evaluering,69b2008a-4e63-4ac8-8f68-a4742b77a9d0,nob,2010,Underveisevaluering,Lov og rett,,,Intervju,Spørreskjema,Dokumentstudier,,,Kvalitative vurderinger,NULL
Etatsgjennomgang av NGU,,Evaluering,69b475ac-dc49-420c-b8f8-3a604e910b34,nob,2003,Underveisevaluering,Offentlig forvaltning,,,Dokumentstudier,,,,,,43489
Brukermedvirkning og psykisk helse,,Evaluering,69bd68ad-1d3e-4c3d-9310-e33e00b4eab7,nob,2005,Underveisevaluering,Helse og omsorg,NIBR-rapport,2005-6,Intervju,,,,,,304412
Evaluering av konkurranseutsetting av drift- og vedlikehold i Statens vegvesen,,Evaluering,69bfdfeb-179b-46e1-8ad0-3a12a598d820,nob,2010,Forhåndsevaluering,Transport og kommunikasjon,,,Intervju,Spørreskjema,Dokumentstudier,,,"Det er benyttet forskjellige metoder, hovedsakelig ikke-tilfeldig utvalgte respondenter",182123
Erfaringer fra KUP - råd til BKA,,Evaluering,69c2acd0-9f19-47ec-a07b-440671e5ac20,nob,2007,Etterevaluering,Utdanning og forskning,Econ-rapport,mar.07,Intervju,Dokumentstudier,,,,"Undersøkelsene er basert på: Tidligere utredninger og rapporter om basisferdigheter og kompetansepolitikk, Sluttrapporter fra 26 prosejkter i KUP og intervjuer med personer som har vært involvert i de 26 prosjektene.",354968
Basic and long-term research within Engineering Science in Norway,,Evaluering,69d163cd-886b-4e24-880f-2956fa7440a8,eng,2015,Tidsuavhengig evaluering,Utdanning og forskning,,,Intervju,Statistikk,,,,"Alle universiteter, høyskoler og forskningsinstitutter ble bedt om å melde på sine forskningsgrupper innen fagfeltet",57876
Tiltakssatsing i forhold til sosialhjelpsmottakere,,Evaluering,69f571f4-2d3a-4692-a5e5-d09b1c5d4fe7,nob,2004,Underveisevaluering,Arbeid og velferd,,,Intervju,Spørreskjema,Dokumentstudier,,,Telefonintervju,83633
Sceneweb og Danseinformasjonens historieprosjekt,,Evaluering,6a1350db-2e30-4bd9-9a8c-71a01591376b,nob,2015,Etterevaluering,"Kultur, fritid og livssyn",,,Intervju,Spørreskjema,Dokumentstudier,,,"Kvalitative intervjuer, spørreundersøkelse til brukere av Sceneweb (pop-up), gjennomgang av søknader og litteratur",194730
Evaluation of the Norway India Partnership Initiative for Maternal and Child Health,,Evaluering,6a2911e4-bcfb-482f-90d1-7a1bad41c2b3,eng,2013,Underveisevaluering,Internasjonalt,Evalueringsrapport,mar.13,Intervju,Dokumentstudier,Statistikk,Observasjon,,,231865
Riksrevisjonens undersøkelse om utbygging og fornyelse av jernbaneinfrastrukturen,,Riksrevisjonsrapport,6a3a428e-1c94-4b9f-8749-03cbc98caca1,nob,2012,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:13 (2011-2012),Intervju,Dokumentstudier,,,,,273427
Riksrevisjonens undersøkelse av regelverksforenkling og reduksjon av skjemabelastning for næringslivet,,Riksrevisjonsrapport,6a71ddc0-d4fc-49b9-bfd7-e993f5adf4c3,nob,2005,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:10 (2004-2005),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,202121
Evaluering av Arbeidstilsynet,,Evaluering,6aabcbd7-3869-4499-b826-4a1498dde35d,nob,2008,Underveisevaluering,Arbeid og velferd,,,Intervju,,,,,,166581
Spørreundersøkelse om bruk avtelefoni og Internett blant blinde og svaksynte,,Evaluering,6ad6854e-a6ba-41b5-a8a5-5daa6c00d616,nob,2012,Tidsuavhengig evaluering,Transport og kommunikasjon,,,Spørreskjema,,,,,,90078
Kommunikasjon uavhengig av stad,,Evaluering,6adc9058-57d8-4483-8a0d-ce9ab0fbe0c3,nno,2012,Samfunnsøkonomisk analyse,Kommuner og distrikter,VF-rapport,nov.11,Spørreskjema,,,,,,272802
Evaluering av Kompetanseutviklingsprogrammet. Underveisrapport 2005,https://www.fafo.no/zoo-publikasjoner/fafo-notater/item/evaluering-av-kompetanseutviklingsprogrammet,Ukategorisert,6aed2ef2-f679-46fe-b466-0b2fe397028e,nob,2005,Underveisevaluering,Utdanning og forskning,Arbeidsnotat,55/2005 ,Spørreskjema,Dokumentstudier,Statistikk,,,,418777
En overordnet beskrivelse og vurdering av nødnettsystemets drifts- og vedlikeholdskonsept i trinn 1,,Evaluering,6b009c4f-dd2c-45b5-ba0d-864595a183f8,nob,2010,Underveisevaluering,Transport og kommunikasjon,,,Intervju,Dokumentstudier,,,,,121065
"Kunnskapsløftets intensjoner, forutsetninger og operasjonaliseringer : en analyse av en læreplanreform",,Evaluering,6b0c0101-0b96-4a37-ae17-40c41c00bbbe,nob,2011,Etterevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,,,,,457279
"Riksrevisjonens kontroll med statsrådens (departementets) forvaltning av statens interesser i selskaper, banker, mv. for 1998",,Riksrevisjonsrapport,6b15a3db-3c79-4215-ba82-79f0a0d6caf4,nob,1999,Etterevaluering,Konstitusjonelle organer ,Dokument,3:2 (1999-2000),Dokumentstudier,Observasjon,,,,,166613
Intervjuundersøkelse blant et utvalg utviklingsveiledere om satsingen Ungdomstrinn i utvikling,,Evaluering,6b2d95d8-7ac7-40a7-8a2e-0ec0b737032f,nob,2017,Underveisevaluering,Utdanning og forskning,Arbeidsnotat,mai.17,Intervju,,,,,Kvalitative intervjuer,167044
Hunting for Per Diem: The Uses and Abuses of Travel Compensation in Three Developing Countries,https://www.norad.no/om-bistand/publikasjon/2012/hunting-for-per-diem-the-uses-and-abuses-of-travel-compensation-in-three-developing-countries/,Evaluering,6b5eb9ce-153d-4dcb-b86d-24aa1b41a3a6,eng,2012,Samfunnsøkonomisk analyse,Internasjonalt,Rapport,feb.12,Intervju,Dokumentstudier,Statistikk,,,,359302
Lokal forvaltning av villaksressursene,,Evaluering,6b790364-72c7-4e52-8267-3fad6f5f58a7,nob,2006,Etterevaluering,Miljø,NINA rapport,107,Intervju,Spørreskjema,,,,,148874
Kompetanseutvikling drift og vedlikehold,,Evaluering,6b7b389c-d8af-4646-b204-b7276eacdaa2,nob,2012,Tidsuavhengig evaluering,Transport og kommunikasjon,VD rapport,59,,,,,,,65746
Regionforstørring,,Evaluering,6b7c0ee2-5a6f-4ddb-8783-a4dfe7738582,nob,2010,Etterevaluering,Transport og kommunikasjon,TØI-rapport,1057/2010,Intervju,Dokumentstudier,Statistikk,,,,286052
Personvern og ITS-baserte trafikksikkerhetstiltak,,Evaluering,6b7edcb5-e2ce-471c-9758-ce0e552f5ad7,nob,2010,Tidsuavhengig evaluering,Transport og kommunikasjon,TØI-rapport,1097/2010,Intervju,Dokumentstudier,,,,,296447
Arbeidsgivers plikt til å gjennomgå HMS-opplæring,,Evaluering,6b82b399-14c4-4eac-b1a7-da534df4f38a,nob,2011,Tidsuavhengig evaluering,Arbeid og velferd,Fafo-rapport,2011:29:00,Intervju,Spørreskjema,Dokumentstudier,,,,208260
PFOA in Norway,,Evaluering,6b937952-4620-4bba-acbc-02c4acae50c0,eng,2008,Tidsuavhengig evaluering,Miljø,,,Dokumentstudier,Observasjon,,,,,171244
Et arbeidsliv for alle : arbeidsdeltakelse og funksjonshemmede,,Evaluering,6b9cbde6-41a3-481b-b3f3-b3a1c720d180,nob,2011,Tidsuavhengig evaluering,Arbeid og velferd,FFOs skriftserie,02.nov,Dokumentstudier,Statistikk,,,,,205027
Verdiskapingsanalyse av reiselivsnæringen i Norge,,Evaluering,6baf2f68-83e0-4f55-81b7-1b8117bbed25,nob,2015,Tidsuavhengig evaluering,Næringsliv,,,Dokumentstudier,Statistikk,,,,,373490
"""Næringslivets avstandskostnader"" - et fruktbart begrep?",,Evaluering,6be24f9e-7b0a-4087-bd9f-d46b185b0641,nob,2008,Samfunnsøkonomisk analyse,Transport og kommunikasjon,TØI-rapport,956/2008,Dokumentstudier,,,,,,132074
Evaluering,,Evaluering,6c068e0e-7cb2-4284-a6c3-c82473bd771f,nob,2013,Underveisevaluering,Likestilling,,,Spørreskjema,Dokumentstudier,,,,,164732
Kvalitetssikring av Konseptuell løsning (KL) for prosjekt 3049 Erstatning av Nordkapp-klassen,,Evaluering,6c0b82fe-a6b8-478b-819d-f47927d7e76c,nob,2015,Tidsuavhengig evaluering,Samfunnssikkerhet,Rapport,2015/38,Dokumentstudier,Statistikk,,,,,216999
Utredning av kostnader for økt krafttilgang i Midt-Norge,,Evaluering,6c232bd9-c583-41bc-8800-b618ca0a7ce0,nob,2008,Forhåndsevaluering,Energi,Econ-rapport,123,Intervju,Dokumentstudier,,,,,90374
"Biologisk evaluering av tilskuddsordningen for forvaltning av kortnebbgjess i Nord-Trøndelag, våren 2009",,Evaluering,6c4375cc-d285-4cd3-8725-66156c527467,nob,2010,Etterevaluering,Miljø,NINA rapport,540,Statistikk,Observasjon,,,,,37339
Utredning av kvalifikasjonskrav i bygge- og anleggsbransjen,,Evaluering,6c46f9e4-a428-4942-b66d-295a276b6e95,nob,2021,Samfunnsøkonomisk analyse,Bolig og eiendom,,,Intervju,Dokumentstudier,Statistikk,,,,273263
Review of Norwegian support to the Global Alliance for Clean Cookstoves 2010-2017,,Evaluering,6c5fed46-ceb3-43ff-9cd8-791012d49efd,eng,2018,Underveisevaluering,Energi,Norad Collected Reviews,mai.18,Intervju,Dokumentstudier,Observasjon,,,,264117
Evaluering av Kvinner i Fokus og Nettverkskreditt,,Evaluering,6c69a7c8-f3fc-4997-aa32-24f0f7b74728,nob,2008,Underveisevaluering,Næringsliv,,,Spørreskjema,Dokumentstudier,,,,,272958
Erfaringer fra ordningen med regionale verneombud,,Evaluering,6c789bfb-1e47-4eab-a738-e6c92e18480e,nob,2007,Tidsuavhengig evaluering,Arbeid og velferd,Econ-rapport,94/2007,Intervju,Spørreskjema,Dokumentstudier,,,,215168
Support to Legislatures,https://www.norad.no/om-bistand/publikasjon/2010/support-to-legislatures/,Evaluering,6ca263d2-39f7-4ce8-8e9f-9929b331a16f,eng,2010,Etterevaluering,Internasjonalt,Rapport,feb.10,Intervju,Dokumentstudier,Statistikk,,,,370898
Evaluering av OPS i vegsektoren,,Evaluering,6caaefd4-5269-4be1-a99b-1c3ca1f69d76,nob,2007,Etterevaluering,Transport og kommunikasjon,TØI-rapport,890/2007,Intervju,Spørreskjema,Dokumentstudier,,,"Det er benyttet ulike metoder, hovedsakelig ikke-tilfeldig utvalgte respondenter. ",165264
Konseptvalgsutredninger og samfunnsøkonomiske analyser,,Evaluering,6ccf7b2e-3f27-4531-ad6b-53ae2ed48f1c,nob,2011,Samfunnsøkonomisk analyse,Transport og kommunikasjon,TØI-rapport,1011/2009,Spørreskjema,,,,,,507555
Risk of Combination Effects Between Decabromodiphenyl Ether and Other Polybrominated Diphenyl Ethers,,Evaluering,6ccf8074-f4b3-4513-a25d-937220ce7f75,eng,2013,Underveisevaluering,Miljø,Rapport,M-223,Dokumentstudier,Observasjon,,,,,411806
Flere flyktninger bosatt raskere,,Evaluering,6d01ad6e-fec8-490d-b0b0-3cbbadac0db3,nob,2018,Etterevaluering,Kommuner og distrikter,NIBR-rapport,2018:03:00,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,242591
Likestilling i transport,,Evaluering,6d0f008b-746c-465f-83dc-e21aa9f700f9,nob,2006,Tidsuavhengig evaluering,Transport og kommunikasjon,TØI-rapport,866/2006,Dokumentstudier,,,,,,150274
Samfunnsøkonomisk analyse av utdyping i Sørvær fiskerihavn,,Forhåndsutredning,6d1acd99-6844-4869-9af0-54ff37661bc8,nob,2016,Samfunnsøkonomisk analyse,"Mat, fisk og landbruk",,,Intervju,Statistikk,,,,,111765
Ressursgjennomgang av Lotteri- og stiftelsestilsynet,,Evaluering,6d1faf8e-ee13-4ea1-82d8-8a010693650d,nob,2010,Tidsuavhengig evaluering,"Kultur, fritid og livssyn",,,Intervju,Dokumentstudier,,,,,NULL
Eldres transportvirkelighet 2030,,Evaluering,6d4de3f9-7198-4973-a1e7-b7a6f20b005c,nob,2011,Forhåndsevaluering,Transport og kommunikasjon,Econ-rapport,R-2011-051,Spørreskjema,Dokumentstudier,Statistikk,,,,292256
Energize Nepal 2016-2019,,Evaluering,6d506d5e-993a-4390-978d-730a450a554e,eng,2020,Underveisevaluering,Energi,Norad Collected Reviews,okt.19,Intervju,Dokumentstudier,Observasjon,,,,NULL
Nye samarbeidsformer - nye læringsformer?,,Evaluering,6d589039-3bf9-458d-aa0b-facf12d8c1ca,nob,2011,Underveisevaluering,Arbeid og velferd,NF-rapport,jul.11,Intervju,Spørreskjema,Dokumentstudier,,,Tilfeldig utvalgsmetode. Personlige- og telefonintervju. ,288025
On equal terms?,,Evaluering,6d706e52-7979-495a-9698-e621e5e2d2b7,nob,2009,Underveisevaluering,Innvandring og inkludering,Fafo-rapport,2009:29:00,Intervju,Statistikk,,,,,333294
Use of Evaluations in Norwegian Development Cooperation System,,Evaluering,6d75d43d-1b21-48a5-984a-773b988bd6f1,eng,2013,Etterevaluering,Internasjonalt,Evalueringsrapport,aug.12,Intervju,Spørreskjema,Dokumentstudier,,,,236482
EU’s rammedirektiv for vann,,Evaluering,6da2d80b-ebac-47fb-930a-9c7ccfc691c0,nob,2008,Underveisevaluering,Miljø,,,Dokumentstudier,Observasjon,,,,,55403
Oppbevaring av norsk radioaktivt avfall,,KVU/KS1/KS2,6db697ac-aa22-4808-a629-eec754ddfade,nob,2015,Forhåndsevaluering,Miljø,,,,,,,,,578249
Næringslivets syn på Skatteetaten 2009,,Evaluering,6dc38051-ddb0-4f37-b666-f35e43fa8e90,nob,2009,Tidsuavhengig evaluering,Økonomi,,,Intervju,,,,,,76058
Innvandrere og sysselsetting i et regionalt perspektiv,,Evaluering,6dc67adc-9a78-458e-b545-2fa50240a91e,nob,2015,Samfunnsøkonomisk analyse,Kommuner og distrikter,NIBR-rapport,2014:25:00,Dokumentstudier,Statistikk,,,,,257570
Kvalitetssikring av fasiliteter for Tromsø Museum - Universitetsmuseet,,Evaluering,6dda9b54-007e-48c2-9d56-6129efd3af5c,nob,2015,Etterevaluering,"Kultur, fritid og livssyn",,,Statistikk,,,,,,294391
Elbileiernes reisevaner,,Evaluering,6dde4281-a5c1-4e1d-ae22-3279628630e4,nob,2006,Tidsuavhengig evaluering,Transport og kommunikasjon,Econ-rapport,2006-040,Spørreskjema,Statistikk,,,,,70003
Riksrevisjonens undersøkelse av styring av pleieressursene i helseforetakene,,Riksrevisjonsrapport,6dea550b-429e-4436-a7cd-75523a156342,nob,2015,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:12 (2014-2015),Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,151467
Generelle og prosjektspesifikke trafikkprognoser,,Evaluering,6e040501-a491-4bf0-af44-c9ec13d6a6b8,nob,2005,Tidsuavhengig evaluering,Transport og kommunikasjon,Rapport,512,,,,,,Drøfting,90935
Publikumsundersøkelse 2006,,Evaluering,6e63d787-868c-46c6-9e3b-75df9cafd7fb,nob,2006,Underveisevaluering,Lov og rett,,,Intervju,Spørreskjema,,,,,123040
Evaluering av Husbankens innsats i Groruddalen,,Evaluering,6e783143-0370-43e9-a588-cb1e1eb33c83,nob,2011,Etterevaluering,Bolig og eiendom,,,Intervju,Dokumentstudier,,,,,176701
En satsing for fremtiden,,Evaluering,6e9cba93-b080-4a38-9666-0add6ba7e655,nob,2010,Etterevaluering,Utdanning og forskning,,,Dokumentstudier,Statistikk,,,,,195287
"A comparison of master degrees in Norway and the UK, with focus on recognition ",,Evaluering,6ea8603f-51f3-4608-a209-f253f21f80ec,nob,2006,Etterevaluering,Utdanning og forskning,NOKUTs rapporter,,Dokumentstudier,,,,,,144535
Vurdering av forbud mot fossilt brensel i landbruksbygg mv.,,Evaluering,6eaa0d4d-9a9a-4a58-845a-08f59ca1a786,nob,2016,Forhåndsevaluering,Bolig og eiendom,Rapport,2016/34,Intervju,Dokumentstudier,,,,,48220
Helhetlig oppfølging av lavinntektsfamilier,,Evaluering,6eb1ae5b-463c-4533-8c86-5ee9bd4ea214,nob,2019,Underveisevaluering,Arbeid og velferd,OsloMet skriftserie,okt.19,Intervju,Spørreskjema,Statistikk,Observasjon,,klynge-randomisert studie med prosessevaluering,563324
"Mobilisering, kapasitetsløft og dialog:  Forventede resultater og effekter av Forskningsrådets FORREGION-program på innovasjonssystemenes utvikling   ",,Evaluering,6ec4ba84-4f4b-40a2-a3fe-4a829928efe4,nob,2019,Underveisevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,Observasjon,,,,400477
Planlegging og forvaltning av urbane friluftsområder i Kristiansand,,Evaluering,6eee5ca6-3145-45bb-83b1-8494c84bf778,nob,2008,Tidsuavhengig evaluering,"Kultur, fritid og livssyn",,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,Observasjon,,303180
Integrasjon av kommunale utleieboliger i borettslag og boligbyggelag i Bergen - en undersøkelse av boforhold og bokvalitet og en evaluering salg av boliger til boligbyggelagene,,Evaluering,6f086937-2035-4038-8465-22d09bedf016,nob,2004,Etterevaluering,Bolig og eiendom,,,Spørreskjema,Dokumentstudier,,,,,204529
"Innovativ rehabilitering i Indre Østfold, nasjonalt forsøk med kommunal rehabilitering",,Evaluering,6f38c6ce-50ec-4432-aa0c-ea1a86600b70,nob,2021,Underveisevaluering,Helse og omsorg,,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,Observasjon,,166501
Bostøtte og økonomisk sosialhjelp,,Evaluering,6f50e622-77b6-45be-a8be-56722342e7a4,nob,2012,Tidsuavhengig evaluering,Økonomi,,,Dokumentstudier,Statistikk,,,,,23050
Evalueringsrapport II,,Evaluering,6f68da74-e158-4ce9-ada8-a88ed43633d3,nob,2008,Etterevaluering,Helse og omsorg,,,Spørreskjema,,,,,,101446
Riksrevisjonens undersøkelse av skatteoppkrevernes stedlige arbeidsgiverkontroll,,Riksrevisjonsrapport,6f78a770-8f82-430a-be18-2ec952eac40e,nob,2001,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:5 (2001-2002),Spørreskjema,Dokumentstudier,Statistikk,,,,134539
Refleksjon som metode i barnehagers språkarbeid,,Evaluering,6f9eca4f-86ff-4e74-a870-66c590eaeb62,nob,2014,Underveisevaluering,Utdanning og forskning,Fafo-rapport,2014:24:00,Intervju,Observasjon,,,,,205257
Festivalkommuner,,Evaluering,6fa9910b-d79d-47b6-a1b0-7e0b15d84f16,nob,2012,Samfunnsøkonomisk analyse,"Kultur, fritid og livssyn",NIBR-rapport,2012:07:00,Intervju,Dokumentstudier,,,,,217018
Duoji ovdáneami ekonomiijaraporta,,Evaluering,6fb2f153-8aa3-4aaf-a42b-18b926ddc1b2,sme,2010,Etterevaluering,Næringsliv,,,Spørreskjema,,,,,,21235
Evaluering av samordningsforsøkene,,Evaluering,6ff96496-240e-4625-9d5c-56c9126d41c9,nob,2005,Tidsuavhengig evaluering,Arbeid og velferd,Arbeidsrapport,mai.05,Spørreskjema,,,,,Tilfeldig utvalgsmetode. ,306350
Innvandrerne som skulle klare seg selv,,Evaluering,7039f9ad-39da-43c1-a745-cfbb9d094b42,nob,2013,Underveisevaluering,Arbeid og velferd,Fafo-rapport,2013:31:00,Intervju,,,,,Personlige intervju,221138
Effects of intraday trade on NorNed,,Evaluering,705ce450-7bd8-41ad-8e58-f4c3c6d26a80,eng,2011,Samfunnsøkonomisk analyse,Energi,Econ-rapport,2011-005,Intervju,Statistikk,,,,,217500
Vern eller bruk av skog som klimatiltak ,,Evaluering,70775435-f187-4e79-b144-da9cb2fc13b3,nob,2016,Forhåndsevaluering,Miljø,Rapport / Miljødirektoratet,M-519,Intervju,Dokumentstudier,,,,,50895
Riksrevisjonens undersøkelse av inntektssystemet for kommunene,,Riksrevisjonsrapport,707a5fd7-5664-4c05-a536-49e9048905fd,nob,2003,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:8 (2002-2003),Dokumentstudier,Statistikk,,,,,218312
Bedrifters møte med kompetansemegling i FORREGION,,Evaluering,7098daeb-08ee-4cd1-990a-fcde8f373514,nob,2019,Underveisevaluering,Utdanning og forskning,,,Intervju,,,,,,47017
"Mid-Term Evaluation of the Joint Donor Team in Juba, Sudan",,Evaluering,709badc0-8143-4ea2-b8a3-2c975661c974,eng,2008,Etterevaluering,Internasjonalt,Evalueringsrapport,feb.09,Intervju,Spørreskjema,Dokumentstudier,,,,246734
Country Evaluation Brief: Somalia,,Evaluering,70a97210-39ac-4b46-9222-1197ac519dbb,eng,2017,Etterevaluering,Internasjonalt,Rapport,mar.17,Dokumentstudier,,,,,,72824
Vend om i tide : en evaluering av SNU-prosjektene i Trondheim og Bergen. Det er ingen skam å snu,,Evaluering,70aa8183-4340-4923-95a2-a66f116fbacf,nob,2006,Underveisevaluering,Offentlig forvaltning,KRUS dokumentasjon & debatt,mar.06,Intervju,Observasjon,,,,,404117
Evaluering av Kompetanseutviklingsprogrammet,,Evaluering,70acbabf-a1cb-473f-aefe-b85a92cea8f8,nob,2002,Tidsuavhengig evaluering,Utdanning og forskning,Arbeidsnotat,24/2002,Intervju,Spørreskjema,Dokumentstudier,,,,188021
Likestilte politikere?,,Evaluering,70be72c2-46af-468d-b299-79f6613f91df,nob,2005,Tidsuavhengig evaluering,Likestilling,NIBR-rapport,2005:18:00,Spørreskjema,Statistikk,,,,"Data er hentet fra ulike datakilder. Hovedkilden er to surveyer av lokale folkevalgte som ble valgt inn i henholdsvis 1999 og 2003. Offisiell statistikk hentet fra kommunedatabasen til Norsk samfunnsvitenskapelig datatjeneste. I tillegg er data om listekandidatene ved kommunestyrevalgene i 2003 benyttet. Analysene av representantene baserer seg på de to surveyundersøkelsene, som ble utført i forbindelse med en undersøkelse av unge folkevalgte (Berglund og Winsvold 2005). Det ble foretatt intervjuer av to kull av folkevalgte – det som ble valgt inn for perioden 1999- 2003-kullet og det som ble valgt for perioden 2003-2007. Alle som var 30 eller yngre da de ble innvalgt ble kontaktet. I tillegg ble et utvalg av folkevalgte som var eldre enn tretti år da de ble innvalgt kontaktet. Bi-, multivariat- og regresjonsanalyse.",180862
Eldres boligsituasjon,,Evaluering,70d1a4d6-75db-45de-b6dc-061c6ddd5fa3,nob,2016,Underveisevaluering,Bolig og eiendom,NOVA-rapport,nov.16,Spørreskjema,Dokumentstudier,Statistikk,,,,455960
På sporet av kjønnsperspektivet,,Evaluering,70d3a62d-4796-4fe7-b9c9-67e095606d60,nob,2009,Etterevaluering,Likestilling,,,Intervju,Spørreskjema,Dokumentstudier,,,Kvalitativ og kvantitativ innholdsanalyse,111068
Riksrevisjonens undersøkelse av ivaretakelse av veteraner fra internasjonale operasjoner,,Riksrevisjonsrapport,70f915c8-dc81-4e1e-9cfb-c1d6ca60a14c,nob,2014,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:9/(2013-2014),Intervju,Dokumentstudier,Statistikk,,,,412191
Evaluering av Nasjonalt geriatriprogram,,Evaluering,7118d1e2-6ea9-4749-95e2-1449b0d2d308,nob,1999,Etterevaluering,Helse og omsorg,,,Intervju,Dokumentstudier,,,,"Det er benyttet konsensusgrupper som uavhengig av hverandre har vurdert programmets mål, strategi og resultatoppnåelse. ",97497
FoU-strategi ved statlige høgskoler,,Evaluering,7127b7d2-0aaa-4551-9259-07726abf2df5,nob,2008,Underveisevaluering,Utdanning og forskning,Rapport,des.08,Dokumentstudier,,,,,,198027
"Evalueringsrapport: kroppsøving, årsstudieum ved HiNT",,Evaluering,7137bad9-c7a5-4b2c-895c-997c6004637a,nob,2008,Underveisevaluering,Utdanning og forskning,,,,,,,,"Samtaler og dokumentstudie, høgskolens sjekkliste",NULL
To år med regionale forskningsfond: Rapport fra følgeevalueringen,,Evaluering,714e87dc-6d46-45dd-82f8-e8a3c3c3d3fd,nob,2012,Underveisevaluering,Utdanning og forskning,Rapport,jan.12,Intervju,Dokumentstudier,Observasjon,,,,282565
"""Det tenner en gnist""",,Evaluering,714eeafd-e0df-4e49-a771-faee2aa61ffd,nob,2015,Etterevaluering,Utdanning og forskning,NOVA-rapport,feb.15,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,Kvanitative og kvalitative metoder,276538
Resultatmåling av brukerstyrt forskning 2009,,Evaluering,7163d334-f88e-4ea9-8dca-cda2ab8ec282,nob,2011,Underveisevaluering,Utdanning og forskning,Rapport,1102,,,,,,,262644
Forslag til scenarioer relatert til akutt utslipp til sjø fra petroleumsvirksomhet i Nordsjøen og Skagerrak i perioden 2010 til 2030,,Evaluering,716cf8f3-0ad3-4905-9d9c-3ae9aa7a1203,nob,2012,Underveisevaluering,Offentlig forvaltning,,,Dokumentstudier,Statistikk,Observasjon,,,Metoden er utviklet i Ptil i samarbeid med konsulent og er knyttet til prinsippene i Norsk Standard for Risikostyring - Prinsipper og retningslinjer,213832
